#;nome-taxon;autoria;ano;ordem;subordem;infraordem;parvordem;superfamilia;familia;subfamilia;genero;especie;nome_vernaculo
2651;Scytalopus diamantinensis;Bornschein, Maurício, Belmonte-Lopes, Mata & Bonatto;2007;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;diamantinensis;tapaculo-da-chapada-diamantina
2650;Scytalopus iraiensis;Bornschein, Reinert & Pichorim;1998;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;iraiensis;tapaculo-da-várzea
2652;Scytalopus novacapitalis;Sick;1958;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;novacapitalis;tapaculo-de-brasília
2654;Scytalopus pachecoi;Maurício;2005;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;pachecoi;tapaculo-ferreirinho
2637;Psilorhamphus guttatus;Ménétries;1835;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Rhinocryptinae;Psilorhamphus;guttatus;tapaculo-pintado
2656;Scytalopus speluncae;Ménétries;1835;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;speluncae;tapaculo-preto
2655;Scytalopus gonzagai;Maurício, Belmonte-Lopes, Pacheco, Silveira, Whitney & Bornschein;2014;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;gonzagai;tapaculo-preto-baiano
2653;Scytalopus petrophilus;Whitney, Vasconcelos, Silveira & Pacheco;2010;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Rhinocryptidae;Scytalopodinae;Scytalopus;petrophilus;tapaculo-serrano
471;Chaetura egregia;Todd;1916;Apodiformes;;;;;Apodidae;;Chaetura;egregia;taperá-de-garganta-branca
458;Streptoprocne zonaris;Shaw;1796;Apodiformes;;;;;Apodidae;;Streptoprocne;zonaris;taperuçu-de-coleira-branca
461;Streptoprocne biscutata;Sclater;1866;Apodiformes;;;;;Apodidae;;Streptoprocne;biscutata;taperuçu-de-coleira-falha
451;Cypseloides cryptus;Zimmer;1945;Apodiformes;;;;;Apodidae;;Cypseloides;cryptus;taperuçu-de-mento-branco
457;Streptoprocne phelpsi;Collins;1972;Apodiformes;;;;;Apodidae;;Streptoprocne;phelpsi;taperuçu-dos-tepuis
452;Cypseloides niger;Gmelin;1789;Apodiformes;;;;;Apodidae;;Cypseloides;niger;taperuçu-escuro
454;Cypseloides fumigatus;Streubel;1848;Apodiformes;;;;;Apodidae;;Cypseloides;fumigatus;taperuçu-preto
455;Cypseloides senex;Temminck;1826;Apodiformes;;;;;Apodidae;;Cypseloides;senex;taperuçu-velho
1240;Phimosus infuscatus;Lichtenstein;1823;Pelecaniformes;;;;;Threskiornithidae;;Phimosus;infuscatus;tapicuru
3112;Synallaxis infuscata;Pinto;1950;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Synallaxis;infuscata;tatac
1329;Accipiter striatus;Vieillot;1808;Accipitriformes;;;;;Accipitridae;Accipitrininae;Accipiter;striatus;tauató-miúdo
1325;Hieraspiza superciliosa;Linnaeus;1766;Accipitriformes;;;;;Accipitridae;Accipitrininae;Hieraspiza;superciliosa;tauató-passarinho
1328;Accipiter poliogaster;Temminck;1824;Accipitriformes;;;;;Accipitridae;Accipitrininae;Accipiter;poliogaster;tauató-pintado
4354;Cacicus chrysopterus;Vigors;1825;Passeriformes;Passeri;;Passerida;;Icteridae;Cacicinae;Cacicus;chrysopterus;tecelão
4355;Cacicus koepckeae;Lowery & O'Neill;1965;Passeriformes;Passeri;;Passerida;;Icteridae;Cacicinae;Cacicus;koepckeae;tecelão-do-acre
2112;Myrmorchilus strigilatus;Wied;1831;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmorchilus;strigilatus;tem-farinha-aí
4685;Loriotus rufiventer;Spix;1825;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Loriotus;rufiventer;tem-tem-de-crista-amarela
4677;Loriotus luctuosus;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Loriotus;luctuosus;tem-tem-de-dragona-branca
4705;Tachyphonus phoenicius;Swainson;1838;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Tachyphonus;phoenicius;tem-tem-de-dragona-vermelha
4693;Maschalethraupis surinamus;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Maschalethraupis;surinamus;tem-tem-de-topete-ferrugíneo
4631;Saltator maximus;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Thraupidae;Saltatorinae;Saltator;maximus;tempera-viola
3511;Todirostrum poliocephalum;Wied;1831;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Todirostrum;poliocephalum;teque-teque
3856;Muscipipra vetula;Lichtenstein;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Muscipipra;vetula;tesoura-cinzenta
3858;Gubernetes yetapa;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Gubernetes;yetapa;tesoura-do-brejo
3863;Alectrurus risora;Vieillot;1824;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Alectrurus;risora;tesoura-do-campo
3814;Tyrannus savana;Daudin;1802;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannus;savana;tesourinha
3246;Phibalura flavirostris;Vieillot;1816;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Phytotominae;Phibalura;flavirostris;tesourinha-da-mata
3811;Tyrannus monachus;Hartlaub;1844;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannus;monachus;tesourinha-do-norte
851;Burhinus bistriatus;Wagler;1829;Charadriiformes;Charadrii;;;;Burhinidae;;Burhinus;bistriatus;téu-téu-da-savana
4313;Zonotrichia capensis;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Passerellidae;;Zonotrichia;capensis;tico-tico
4304;Arremonops conirostris;Bonaparte;1850;Passeriformes;Passeri;;Passerida;;Passerellidae;;Arremonops;conirostris;tico-tico-cantor
4310;Arremon flavirostris;Swainson;1838;Passeriformes;Passeri;;Passerida;;Passerellidae;;Arremon;flavirostris;tico-tico-de-bico-amarelo
4307;Arremon taciturnus;Hermann;1783;Passeriformes;Passeri;;Passerida;;Passerellidae;;Arremon;taciturnus;tico-tico-de-bico-preto
4311;Arremon polionotus;Bonaparte;1850;Passeriformes;Passeri;;Passerida;;Passerellidae;;Arremon;polionotus;tico-tico-de-costas-cinza
4556;Coryphaspiza melanotis;Temminck;1822;Passeriformes;Passeri;;Passerida;;Thraupidae;Emberizoidinae;Coryphaspiza;melanotis;tico-tico-de-máscara-negra
4788;Donacospiza albifrons;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Thraupidae;Poospizinae;Donacospiza;albifrons;tico-tico-do-banhado
4297;Ammodramus humeralis;Bosc;1792;Passeriformes;Passeri;;Passerida;;Passerellidae;;Ammodramus;humeralis;tico-tico-do-campo
4309;Arremon semitorquatus;Swainson;1838;Passeriformes;Passeri;;Passerida;;Passerellidae;;Arremon;semitorquatus;tico-tico-do-mato
4308;Arremon franciscanus;Raposo;1997;Passeriformes;Passeri;;Passerida;;Passerellidae;;Arremon;franciscanus;tico-tico-do-são-francisco
4323;Atlapetes personatus;Cabanis;1848;Passeriformes;Passeri;;Passerida;;Passerellidae;;Atlapetes;personatus;tico-tico-do-tepui
4689;Coryphospingus cucullatus;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Coryphospingus;cucullatus;tico-tico-rei
4687;Coryphospingus pileatus;Wied;1821;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Coryphospingus;pileatus;tico-tico-rei-cinza
4669;Conothraupis mesoleuca;Berlioz;1939;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Conothraupis;mesoleuca;tiê-bicudo
4553;Compsothraupis loricata;Lichtenstein;1819;Passeriformes;Passeri;;Passerida;;Thraupidae;Nemosiinae;Compsothraupis;loricata;tiê-caburé
4505;Habia rubica;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Habia;rubica;tiê-de-bando
4675;Trichothraupis melanops;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Trichothraupis;melanops;tiê-de-topete
4501;Habia rubra;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Habia;rubra;tiê-do-mato-grosso
4679;Loriotus cristatus;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Loriotus;cristatus;tiê-galo
4707;Tachyphonus coronatus;Vieillot;1822;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Tachyphonus;coronatus;tiê-preto
4668;Conothraupis speculigera;Gould;1855;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Conothraupis;speculigera;tiê-preto-e-branco
4709;Ramphocelus bresilia;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Ramphocelus;bresilia;tiê-sangue
3397;Calyptura cristata;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Platyrinchidae;;Calyptura;cristata;tietê-de-coroa
4847;Cissopis leverianus;Gmelin;1788;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Cissopis;leverianus;tietinga
3350;Xenopsaris albinucha;Burmeister;1869;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Xenopsaris;albinucha;tijerila
3726;Attila citriniventris;Sclater;1859;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Attila;citriniventris;tinguaçu-de-barriga-amarela
3725;Attila cinnamomeus;Gmelin;1789;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Attila;cinnamomeus;tinguaçu-ferrugem
3028;Phacellodomus striaticollis;d'Orbigny & Lafresnaye;1838;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Phacellodomus;striaticollis;tio-tio
3027;Phacellodomus sibilatrix;Sclater;1879;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Phacellodomus;sibilatrix;tio-tio-pequeno
4814;Sicalis luteola;Sparrman;1789;Passeriformes;Passeri;;Passerida;;Thraupidae;Diglossinae;Sicalis;luteola;tipio
2008;Pyrrhura perlata;Spix;1824;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;perlata;tiriba-de-barriga-vermelha
2024;Pyrrhura roseifrons;Gray;1859;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;roseifrons;tiriba-de-cabeça-vermelha
2026;Pyrrhura egregia;Sclater;1881;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;egregia;tiriba-de-cauda-roxa
2023;Pyrrhura lucianii;Deville;1851;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;lucianii;tiriba-de-deville
2017;Pyrrhura amazonum;Hellmayr;1906;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;amazonum;tiriba-de-hellmayr
2013;Pyrrhura leucotis;Kuhl;1820;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;leucotis;tiriba-de-orelha-branca
2015;Pyrrhura picta;Statius Muller;1776;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;picta;tiriba-de-testa-azul
2003;Pyrrhura frontalis;Vieillot;1817;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;frontalis;tiriba-de-testa-vermelha
2020;Pyrrhura pallescens;Miranda-Ribeiro;1926;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;pallescens;tiriba-do-madeira
2014;Pyrrhura pfrimeri;Miranda-Ribeiro;1920;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;pfrimeri;tiriba-do-paranã
2006;Pyrrhura anerythra;Neumann;1927;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;anerythra;tiriba-do-xingu
2002;Pyrrhura devillei;Massena & Souancé;1854;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;devillei;tiriba-fogo
2028;Pyrrhura melanura;Spix;1824;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;melanura;tiriba-fura-mata
2001;Pyrrhura cruentata;Wied;1820;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;cruentata;tiriba-grande
2007;Pyrrhura coerulescens;Neumann;1927;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;coerulescens;tiriba-pérola
2030;Pyrrhura rupicola;Tschudi;1844;Psittaciformes;;;;;Psittacidae;Arinae;Pyrrhura;rupicola;tiriba-rupestre
3568;Hemitriccus orbitatus;Wied;1831;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;orbitatus;tiririzinho-do-mato
4664;Volatinia jacarina;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Tachyphoninae;Volatinia;jacarina;tiziu
497;Topaza pyra;Gould;1846;Apodiformes;;;;;Trochilidae;Florisuginae;Topaza;pyra;topázio-de-fogo
603;Lophornis gouldii;Lesson;1832;Apodiformes;;;;;Trochilidae;Lesbiinae;Lophornis;gouldii;topetinho-do-brasil-central
610;Lophornis pavoninus;Salvin & Godman;1882;Apodiformes;;;;;Trochilidae;Lesbiinae;Lophornis;pavoninus;topetinho-pavão
605;Lophornis cf. delattrei;Lesson;1839;Apodiformes;;;;;Trochilidae;Lesbiinae;Lophornis;cf. delattrei;topetinho-ruivo
607;Lophornis chalybeus;Temminck;1821;Apodiformes;;;;;Trochilidae;Lesbiinae;Lophornis;chalybeus;topetinho-verde
604;Lophornis magnificus;Vieillot;1817;Apodiformes;;;;;Trochilidae;Lesbiinae;Lophornis;magnificus;topetinho-vermelho
2617;Hylopezus macularius;Temminck;1823;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Hylopezus;macularius;torom-carijó
2619;Hylopezus whittakeri;Carneiro, Gonzaga, Rêgo, Sampaio, Schneider & Aleixo;2012;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Hylopezus;whittakeri;torom-de-alta-floresta
2629;Myrmothera simplex;Salvin & Godman;1884;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Myrmothera;simplex;torom-de-peito-pardo
2618;Hylopezus dilutus;Hellmayr;1910;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Hylopezus;dilutus;torom-do-imeri
2620;Hylopezus paraensis;Snethlage;1910;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Hylopezus;paraensis;torom-do-pará
2622;Myrmothera berlepschi;Hellmayr;1903;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Myrmothera;berlepschi;torom-torom
3528;Poecilotriccus plumbeiceps;Lafresnaye;1846;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Poecilotriccus;plumbeiceps;tororó
2672;Chamaeza campanisona;Lichtenstein;1823;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Formicariidae;;Chamaeza;campanisona;tovaca-campainha
2679;Chamaeza meruloides;Vigors;1825;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Formicariidae;;Chamaeza;meruloides;tovaca-cantadora
2680;Chamaeza ruficauda;Cabanis & Heine;1859;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Formicariidae;;Chamaeza;ruficauda;tovaca-de-rabo-vermelho
2633;Myrmothera subcanescens;Todd;1927;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Myrmothera;subcanescens;tovaca-do-tapajós
2675;Chamaeza nobilis;Gould;1855;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Formicariidae;;Chamaeza;nobilis;tovaca-estriada
2625;Myrmothera campanisona;Hermann;1783;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Myrmothera;campanisona;tovaca-patinho
2601;Grallaria varia;Boddaert;1783;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Grallaria;varia;tovacuçu
2607;Grallaria guatimalensis;Lafresnaye;1842;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Grallaria;guatimalensis;tovacuçu-corujinha
2609;Grallaria eludens;Lowery & O'Neill;1969;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Grallaria;eludens;tovacuçu-xodó
2236;Dichrozona cincta;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Dichrozona;cincta;tovaquinha
2613;Grallaricula nana;Lafresnaye;1842;Passeriformes;Tyranni;Furnariides;Furnariida;Grallarioidea;Grallariidae;;Grallaricula;nana;tovaquinha-de-coroa-cinza
2940;Anabazenops fuscus;Vieillot;1816;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Philydorinae;Anabazenops;fuscus;trepador-coleira
2944;Cichlocolaptes mazarbarnetti;Barnett & Buzzetti;2014;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Philydorinae;Cichlocolaptes;mazarbarnetti;trepador-do-nordeste
2967;Syndactyla rufosuperciliata;Lafresnaye;1832;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Philydorinae;Syndactyla;rufosuperciliata;trepador-quiete
2945;Cichlocolaptes leucophrus;Jardine & Selby;1830;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Philydorinae;Cichlocolaptes;leucophrus;trepador-sobrancelha
2949;Heliobletus contaminatus;Pelzeln;1859;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Philydorinae;Heliobletus;contaminatus;trepadorzinho
3709;Pseudocolopteryx sclateri;Oustalet;1892;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Pseudocolopteryx;sclateri;tricolino
3710;Pseudocolopteryx acutipennis;Sclater & Salvin;1873;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Pseudocolopteryx;acutipennis;tricolino-oliváceo
4639;Saltator similis;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Thraupidae;Saltatorinae;Saltator;similis;trinca-ferro
4633;Saltator coerulescens;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Thraupidae;Saltatorinae;Saltator;coerulescens;trinca-ferro-gongá
1015;Sterna vittata;Gmelin;1789;Charadriiformes;Lari;;;;Laridae;Sterninae;Sterna;vittata;trinta-réis-antártico
1013;Sterna paradisaea;Pontoppidan;1763;Charadriiformes;Lari;;;;Laridae;Sterninae;Sterna;paradisaea;trinta-réis-ártico
1009;Sterna hirundo;Linnaeus;1758;Charadriiformes;Lari;;;;Laridae;Sterninae;Sterna;hirundo;trinta-réis-boreal
988;Onychoprion fuscatus;Linnaeus;1766;Charadriiformes;Lari;;;;Laridae;Sterninae;Onychoprion;fuscatus;trinta-réis-das-rocas
1019;Thalasseus acuflavidus;Cabot;1847;Charadriiformes;Lari;;;;Laridae;Sterninae;Thalasseus;acuflavidus;trinta-réis-de-bando
1000;Gelochelidon nilotica;Gmelin;1789;Charadriiformes;Lari;;;;Laridae;Sterninae;Gelochelidon;nilotica;trinta-réis-de-bico-preto
1014;Sterna hirundinacea;Lesson;1831;Charadriiformes;Lari;;;;Laridae;Sterninae;Sterna;hirundinacea;trinta-réis-de-bico-vermelho
1017;Sterna trudeaui;Audubon;1838;Charadriiformes;Lari;;;;Laridae;Sterninae;Sterna;trudeaui;trinta-réis-de-coroa-branca
974;Anous stolidus;Linnaeus;1758;Charadriiformes;Lari;;;;Laridae;Anoinae;Anous;stolidus;trinta-réis-escuro
996;Phaetusa simplex;Gmelin;1789;Charadriiformes;Lari;;;;Laridae;Sterninae;Phaetusa;simplex;trinta-réis-grande
991;Sternula antillarum;Lesson;1847;Charadriiformes;Lari;;;;Laridae;Sterninae;Sternula;antillarum;trinta-réis-miúdo
1004;Chlidonias niger;Linnaeus;1758;Charadriiformes;Lari;;;;Laridae;Sterninae;Chlidonias;niger;trinta-réis-negro
1007;Chlidonias leucopterus;Temminck;1815;Charadriiformes;Lari;;;;Laridae;Sterninae;Chlidonias;leucopterus;trinta-réis-negro-de-asa-branca
994;Sternula superciliaris;Vieillot;1819;Charadriiformes;Lari;;;;Laridae;Sterninae;Sternula;superciliaris;trinta-réis-pequeno
976;Anous minutus;Boie;1844;Charadriiformes;Lari;;;;Laridae;Anoinae;Anous;minutus;trinta-réis-preto
1022;Thalasseus maximus;Boddaert;1783;Charadriiformes;Lari;;;;Laridae;Sterninae;Thalasseus;maximus;trinta-réis-real
1011;Sterna dougallii;Montagu;1813;Charadriiformes;Lari;;;;Laridae;Sterninae;Sterna;dougallii;trinta-réis-róseo
4330;Dolichonyx oryzivorus;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Icteridae;Dolichonychinae;Dolichonyx;oryzivorus;triste-pia
1236;Cercibis oxycerca;Spix;1825;Pelecaniformes;;;;;Threskiornithidae;;Cercibis;oxycerca;trombeteiro
3263;Lipaugus lanioides;Lesson;1844;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Lipaugus;lanioides;tropeiro-da-serra
1672;Aulacorhynchus atrogularis;Sturm & Sturm;1841;Piciformes;;;;;Ramphastidae;;Aulacorhynchus;atrogularis;tucaninho-de-nariz-amarelo
1674;Aulacorhynchus whitelianus;Salvin & Godman;1882;Piciformes;;;;;Ramphastidae;;Aulacorhynchus;whitelianus;tucaninho-verde
1666;Ramphastos vitellinus;Lichtenstein;1823;Piciformes;;;;;Ramphastidae;;Ramphastos;vitellinus;tucano-de-bico-preto
1670;Ramphastos dicolorus;Linnaeus;1766;Piciformes;;;;;Ramphastidae;;Ramphastos;dicolorus;tucano-de-bico-verde
1663;Ramphastos tucanus;Linnaeus;1758;Piciformes;;;;;Ramphastidae;;Ramphastos;tucanus;tucano-de-papo-branco
1660;Ramphastos toco;Statius Muller;1776;Piciformes;;;;;Ramphastidae;;Ramphastos;toco;tucanuçu
3652;Elaenia obscura;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Elaenia;obscura;tucão
1980;Forpus xanthopterygius;Spix;1824;Psittaciformes;;;;;Psittacidae;Arinae;Forpus;xanthopterygius;tuim
1133;Jabiru mycteria;Lichtenstein;1819;Ciconiiformes;;;;;Ciconiidae;;Jabiru;mycteria;tuiuiú
384;Lurocalis semitorquatus;Gmelin;1789;Caprimulgiformes;;;;;Caprimulgidae;;Lurocalis;semitorquatus;tuju
3644;Elaenia mesoleuca;Deppe;1830;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Elaenia;mesoleuca;tuque
3643;Elaenia parvirostris;Pelzeln;1868;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Elaenia;parvirostris;tuque-pium
778;Neocrex erythrops;Sclater;1867;Gruiformes;;;;;Rallidae;;Neocrex;erythrops;turu-turu
23;Crypturellus soui;Hermann;1783;Tinamiformes;;;;;Tinamidae;;Crypturellus;soui;tururim
1496;Electron platyrhynchum;Leadbeater;1829;Coraciiformes;;;;;Momotidae;;Electron;platyrhynchum;udu-de-bico-largo
1504;Momotus momota;Linnaeus;1766;Coraciiformes;;;;;Momotidae;;Momotus;momota;udu-de-coroa-azul
3120;Synallaxis albescens;Temminck;1823;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Synallaxis;albescens;uí-pi
1295;Morphnus guianensis;Daudin;1800;Accipitriformes;;;;;Accipitridae;Accipitrininae;Morphnus;guianensis;uiraçu
2233;Thamnomanes schistogynus;Hellmayr;1911;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnomanes;schistogynus;uirapuru-azul
3211;Machaeropterus pyrocephalus;Sclater;1852;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Piprinae;Machaeropterus;pyrocephalus;uirapuru-cigarra
4122;Cyphorhinus arada;Hermann;1783;Passeriformes;Passeri;;Passerida;;Troglodytidae;;Cyphorhinus;arada;uirapuru-da-guiana
4074;Microcerculus bambla;Boddaert;1783;Passeriformes;Passeri;;Passerida;;Troglodytidae;;Microcerculus;bambla;uirapuru-de-asa-branca
