#;nome-taxon;autoria;ano;ordem;subordem;infraordem;parvordem;superfamilia;familia;subfamilia;genero;especie;nome_vernaculo
2907;Tarphonomus certhioides;d'Orbigny & Lafresnaye;1838;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Furnariinae;Tarphonomus;certhioides;joão-chaquenho
377;Antrostomus rufus;Boddaert;1783;Caprimulgiformes;;;;;Caprimulgidae;;Antrostomus;rufus;joão-corta-pau
3090;Certhiaxis mustelinus;Sclater;1874;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Certhiaxis;mustelinus;joão-da-canarana
2932;Limnornis curvirostris;Gould;1839;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Furnariinae;Limnornis;curvirostris;joão-da-palha
3126;Synallaxis kollari;Pelzeln;1856;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Synallaxis;kollari;joão-de-barba-grisalha
3092;Mazaria propinqua;Pelzeln;1859;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Mazaria;propinqua;joão-de-barriga-branca
2920;Furnarius rufus;Gmelin;1788;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Furnariinae;Furnarius;rufus;joão-de-barro
2918;Furnarius torridus;Sclater & Salvin;1866;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Furnariinae;Furnarius;torridus;joão-de-bico-pálido
3069;Cranioleuca semicinerea;Reichenbach;1853;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Cranioleuca;semicinerea;joão-de-cabeça-cinza
3023;Phacellodomus rufifrons;Wied;1821;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Phacellodomus;rufifrons;joão-de-pau
3118;Synallaxis albigularis;Sclater;1858;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Synallaxis;albigularis;joão-de-peito-escuro
3050;Roraimia adusta;Salvin & Godman;1884;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Roraimia;adusta;joão-de-roraima
3106;Synallaxis simoni;Hellmayr;1907;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Synallaxis;simoni;joão-do-araguaia
